"lat_dec","lon_dec","hour_dec","boatspeed_mph","turbidity_ntu","sp_cond_ms_cm","pH","wtemp_c","B3","B4","ndti","ndti_flag","class"
33.72637,-98.36131,10.93092,24.3,19.92127,621.0503,8.71897,30.09885,902,585,-0.2131809,0,"water"
33.72643,-98.36123,10.93114,24.3,20.15799,621.2251,8.717247,30.09923,902,585,-0.2131809,1,"neighbors"
33.72648,-98.36114,10.93136,24.3,20.40282,621.3944,8.721154,30.09401,884,577,-0.21013,1,"neighbors"
33.72654,-98.36106,10.93158,24.3,20.59676,621.5864,8.727323,30.08881,888,583,-0.2073419,1,"neighbors"
33.7266,-98.36097,10.93179,24.3,20.73466,621.7817,8.73,30.0836,854,570,-0.1994382,1,"neighbors"
33.72666,-98.3609,10.93201,24.3,20.82666,621.9875,8.727918,30.08042,794,488,-0.2386895,1,"neighbors"
33.72672,-98.36081,10.93224,24.3,20.89028,622.2068,8.720984,30.08147,700,398,-0.2750455,1,"neighbors"
33.72679,-98.36074,10.93246,24.3,20.9392,622.2994,8.711728,30.07882,467,299,-0.2193211,1,"shadows2"
33.72685,-98.36067,10.93268,24.3,21.015,622.3167,8.70785,30.07403,435,292,-0.1966988,1,"shadows2"
33.72692,-98.36059,10.9329,24.3,21.08456,622.3386,8.705205,30.07021,432,284,-0.2067039,1,"shadows2"
33.72698,-98.36051,10.93312,24.3,21.11448,622.3785,8.702547,30.06479,439,270,-0.2383639,1,"shadows2"
33.72704,-98.36044,10.93335,24.3,21.06899,622.4174,8.699854,30.05304,390,246,-0.2264151,1,"shadows2"
33.72711,-98.36036,10.93357,24.3,20.95673,622.4311,8.697116,30.04757,398,246,-0.2360248,1,"shadows2"
33.72717,-98.36029,10.9338,24.3,20.80622,622.3886,8.694427,30.04219,389,244,-0.2290679,1,"shadows2"
33.72724,-98.36022,10.93402,24.3,20.61149,622.3047,8.691783,30.04078,386,253,-0.2081377,1,"shadows2"
33.72731,-98.36015,10.93424,24.3,20.39601,622.2208,8.689164,30.04083,387,254,-0.2074883,1,"shadows2"
33.72738,-98.36008,10.93445,24.3,20.19537,622.1802,8.686542,30.03808,383,250,-0.2101106,1,"shadows2"
33.72745,-98.36,10.93468,24.3,20.09688,622.1137,8.683879,30.03276,381,242,-0.223114,1,"shadows2"
33.72752,-98.35994,10.93491,24.3,19.97766,622.1,8.681133,30.02947,381,242,-0.223114,1,"shadows2"
33.72759,-98.35987,10.93513,24.3,19.80288,622.0601,8.678403,30.02514,383,234,-0.2414911,1,"shadows2"
33.72766,-98.3598,10.93536,24.3,19.59863,621.9586,8.678119,30.0207,380,245,-0.216,1,"shadows2"
33.72773,-98.35973,10.93558,24.3,19.42022,621.8018,8.681667,30.01767,362,233,-0.2168067,1,"shadows2"
33.7278,-98.35967,10.9358,24.3,19.35549,621.6829,8.681667,30.01239,376,230,-0.2409241,1,"shadows2"
33.72787,-98.35961,10.93602,24.3,19.36815,621.6214,8.673751,30.0094,374,236,-0.2262295,1,"shadows2"
33.72794,-98.35954,10.93624,24.3,19.37443,621.6078,8.668439,30.00521,363,248,-0.188216,1,"shadows2"
33.72802,-98.35948,10.93646,24.3,19.35966,621.6081,8.66796,30.00081,367,239,-0.2112211,1,"shadows2"
33.72809,-98.35942,10.93668,24.3,19.32382,621.5803,8.671667,29.99803,369,240,-0.2118227,1,"shadows2"
33.72817,-98.35935,10.9369,24.3,19.21387,621.5267,8.671667,29.99267,382,251,-0.206951,1,"shadows2"
33.72824,-98.35929,10.93712,24.3,19.12377,621.5483,8.664289,29.99483,382,251,-0.206951,1,"shadows2"
33.72831,-98.35923,10.93734,24.3,19.07213,621.5877,8.6586,29.99527,399,253,-0.2239264,1,"shadows2"
33.72839,-98.35916,10.93756,24.3,19.07271,621.6345,8.657736,29.99084,391,266,-0.1902588,1,"shadows2"
33.72846,-98.3591,10.93778,24.3,19.13163,621.7,8.661664,29.98168,425,287,-0.1938202,1,"shadows2"
33.72853,-98.35904,10.938,24.3,19.23773,621.7,8.668465,29.96943,414,301,-0.158042,1,"shadows2"
33.72861,-98.35898,10.93823,24.3,19.35512,621.7,8.67,29.96251,423,284,-0.1966054,1,"shadows2"
33.72868,-98.35892,10.93845,24.3,19.45794,621.7,8.666385,29.95711,422,308,-0.1561644,1,"shadows2"
33.72875,-98.35885,10.93868,24.3,19.5083,621.7,8.658857,29.95173,397,274,-0.1833085,1,"shadows2"
33.72882,-98.35879,10.9389,24.3,19.47341,621.7022,8.649912,29.94649,388,259,-0.1993818,1,"shadows2"
33.7289,-98.35873,10.93911,24.3,19.37651,621.7676,8.647293,29.94125,378,240,-0.223301,1,"shadows2"
33.72897,-98.35866,10.93933,24.3,19.30054,621.853,8.649655,29.93601,359,227,-0.225256,1,"shadows2"
33.72905,-98.3586,10.93955,24.3,19.22444,621.9131,8.654938,29.93072,359,227,-0.225256,1,"shadows2"
33.72912,-98.35853,10.93978,24.3,19.14411,621.9235,8.66,29.92537,339,222,-0.2085561,1,"shadows2"
33.72919,-98.35847,10.94,24.3,19.07241,621.8837,8.66,29.92005,340,221,-0.2121212,1,"shadows2"
33.72927,-98.35841,10.94022,24.3,18.99413,621.8176,8.66,29.91474,335,218,-0.2115732,1,"shadows2"
33.72934,-98.35835,10.94044,24.3,18.91159,621.8,8.655177,29.90948,334,220,-0.2057762,1,"shadows2"
33.72942,-98.35829,10.94066,24.3,18.83471,621.8,8.64728,29.90416,334,220,-0.2057762,1,"shadows2"
33.7295,-98.35824,10.94088,24.26323,18.7783,621.8,8.639387,29.89877,341,215,-0.2266187,1,"shadows2"
33.72957,-98.35818,10.94111,24.10167,18.76348,621.8,8.636695,29.89339,328,218,-0.2014652,1,"shadows2"
33.72964,-98.35812,10.94133,24.1,18.78865,621.8,8.640664,29.88801,326,211,-0.2141527,1,"shadows2"
33.72972,-98.35806,10.94156,24.03928,18.78589,621.8,8.646727,29.88262,321,207,-0.2159091,1,"shadows2"
33.7298,-98.358,10.94178,24,18.71233,621.8,8.646583,29.88068,315,200,-0.223301,1,"shadows2"
33.72987,-98.35795,10.942,24,18.58335,621.8,8.639205,29.88272,317,202,-0.22158,1,"shadows2"
33.72995,-98.35789,10.94223,23.99806,18.46213,621.8,8.629935,29.88677,302,203,-0.1960396,1,"shadows2"
33.73003,-98.35784,10.94245,23.91722,18.34222,621.8,8.627241,29.89081,304,177,-0.2640333,1,"shadows2"
33.73011,-98.35779,10.94268,23.9,18.29122,621.747,8.629848,29.89697,304,187,-0.2382892,1,"shadows2"
33.73019,-98.35773,10.9429,23.85437,18.25994,621.6635,8.635469,29.9,310,185,-0.2525253,1,"shadows2"
33.73027,-98.35767,10.94313,23.8,18.20426,621.5671,8.64,29.9,294,186,-0.225,1,"shadows2"
33.73034,-98.35762,10.94336,23.8,18.10428,621.4766,8.64,29.89916,302,184,-0.2427984,1,"shadows2"
33.73042,-98.35757,10.94359,23.8,18.03063,621.4221,8.64,29.89235,290,181,-0.2314225,1,"shadows2"
33.7305,-98.35752,10.94381,23.72818,18.01017,621.4526,8.64,29.88329,294,183,-0.2327044,1,"shadows2"
33.73058,-98.35747,10.94404,23.7,18.02263,621.4932,8.635591,29.88265,296,178,-0.2489451,1,"shadows2"
33.73066,-98.35742,10.94426,23.7,18.04009,621.546,8.627564,29.89086,288,183,-0.2229299,1,"shadows2"
33.73074,-98.35737,10.94449,23.7,18.03284,621.6,8.6194,29.90377,296,175,-0.2569002,1,"shadows2"
33.73082,-98.35732,10.94472,23.70081,17.98467,621.6,8.616708,29.91329,290,174,-0.25,1,"shadows2"
33.7309,-98.35727,10.94495,23.78364,17.95155,621.6,8.620849,29.90915,289,177,-0.2403433,1,"shadows2"
33.73098,-98.35722,10.94519,23.8,17.88897,621.6,8.62727,29.90273,294,167,-0.2754881,1,"shadows2"
33.73106,-98.35718,10.94542,23.8,17.81451,621.5587,8.63,29.90413,282,167,-0.2561247,1,"shadows2"
33.73114,-98.35713,10.94564,23.8,17.74898,621.4813,8.63,29.91187,286,173,-0.2461874,1,"shadows2"
33.73123,-98.35708,10.94586,23.8,17.70582,621.405,8.63,29.92033,286,179,-0.2301075,1,"shadows2"
33.73131,-98.35704,10.94609,23.8,17.68522,621.4462,8.63,29.92308,285,174,-0.2418301,1,"shadows2"
33.73139,-98.357,10.94632,23.7252,17.64095,621.5123,8.63,29.91959,285,174,-0.2418301,1,"shadows2"
33.73148,-98.35695,10.94655,23.7,17.59779,621.5333,8.63,29.91833,281,171,-0.2433628,1,"shadows2"
33.73156,-98.35691,10.94678,23.7,17.55759,621.5004,8.63,29.92294,290,175,-0.2473118,1,"shadows2"
33.73164,-98.35687,10.947,23.7,17.529,621.4433,8.628335,29.93067,296,176,-0.2542373,1,"shadows2"
33.73172,-98.35683,10.94723,23.7,17.53175,621.4167,8.621475,29.93325,290,175,-0.2473118,1,"shadows2"
33.73181,-98.3568,10.94745,23.7,17.53584,621.4167,8.611948,29.92916,286,182,-0.2222222,1,"shadows2"
33.7319,-98.35676,10.94768,23.76553,17.53339,621.3402,8.607816,29.92287,282,189,-0.1974522,1,"shadows2"
33.73198,-98.35672,10.94791,23.8,17.5189,621.2441,8.609062,29.92,274,176,-0.2177778,1,"shadows2"
33.73206,-98.35669,10.94814,23.8,17.48567,621.163,8.61421,29.92,273,177,-0.2133333,1,"shadows2"
33.73215,-98.35665,10.94837,23.8,17.43091,621.1233,8.62,29.92,276,174,-0.2266667,1,"shadows2"
33.73223,-98.35662,10.94859,23.8,17.36501,621.1636,8.62,29.92,268,174,-0.2126697,1,"shadows2"
33.73232,-98.35659,10.94882,23.8,17.28583,621.2051,8.62,29.92,268,165,-0.2378753,1,"shadows2"
33.73241,-98.35656,10.94905,23.8,17.18437,621.2654,8.62,29.91513,275,161,-0.2614679,1,"shadows2"
33.7325,-98.35653,10.94928,23.8,17.08298,621.2657,8.62,29.90686,277,162,-0.261959,1,"shadows2"
33.73258,-98.3565,10.94951,23.8,17.01875,621.1876,8.62,29.89917,277,156,-0.2794457,1,"shadows2"
33.73267,-98.35648,10.94974,23.79261,17.02702,621.1037,8.62,29.89642,272,163,-0.2505747,1,"shadows2"
33.73276,-98.35645,10.94998,23.70834,17.10708,621.1458,8.62,29.89361,270,164,-0.2442396,1,"shadows2"
33.73284,-98.35642,10.9502,23.7,17.13343,621.2729,8.62,29.89088,270,178,-0.2053571,1,"shadows2"
33.73293,-98.35639,10.95043,23.7,17.0817,621.4278,8.62,29.88352,264,171,-0.2137931,1,"shadows2"
33.73302,-98.35637,10.95066,23.7,16.9893,621.5417,8.62,29.87583,267,157,-0.259434,1,"shadows2"
33.73311,-98.35634,10.95089,23.7,16.913,621.5734,8.62,29.87266,286,167,-0.2626932,1,"shadows2"
33.73319,-98.35632,10.95112,23.7,16.9146,621.534,8.62,29.87678,286,167,-0.2626932,1,"shadows2"
33.73328,-98.35629,10.95134,23.7,17.02504,621.5613,8.62,29.88087,265,170,-0.2183908,1,"shadows2"
33.73337,-98.35626,10.95157,23.76579,17.0982,621.5886,8.62,29.88167,266,160,-0.2488263,1,"shadows2"
33.73346,-98.35624,10.9518,23.8,17.10834,621.6159,8.62,29.87611,268,159,-0.2552693,1,"shadows2"
33.73354,-98.35621,10.95203,23.8,17.06879,621.6185,8.62,29.86901,261,159,-0.2428571,1,"shadows2"
33.73363,-98.35619,10.95226,23.8,17.02428,621.5734,8.62,29.86727,255,155,-0.2439024,1,"shadows2"
33.73372,-98.35616,10.95248,23.8,17.06544,621.5048,8.62,29.87138,260,151,-0.2652068,1,"shadows2"
33.73381,-98.35614,10.95271,23.8,17.15506,621.5,8.62,29.88442,267,152,-0.274463,1,"shadows2"
33.7339,-98.35611,10.95295,23.73977,17.21078,621.5502,8.62,29.89536,244,152,-0.2323232,1,"shadows2"
33.73398,-98.35608,10.95318,23.7,17.23648,621.6337,8.62,29.90144,256,164,-0.2190476,1,"shadows2"
33.73407,-98.35605,10.9534,23.7,17.2566,621.7086,8.62,29.90204,252,158,-0.2292683,1,"shadows2"
33.73416,-98.35603,10.95364,23.70975,17.2965,621.7284,8.62,29.89833,262,158,-0.247619,1,"shadows2"
33.73424,-98.356,10.95387,23.79156,17.35104,621.6875,8.62,29.89833,242,159,-0.2069825,1,"shadows2"
33.73433,-98.35597,10.95409,23.8,17.40525,621.5619,8.62,29.90684,252,155,-0.2383292,1,"shadows2"
33.73442,-98.35594,10.95432,23.8,17.49322,621.454,8.62,29.91179,249,155,-0.2326733,1,"shadows2"
33.73451,-98.35591,10.95454,23.8,17.62366,621.3883,8.62,29.9145,250,153,-0.2406948,1,"shadows2"
33.73459,-98.35587,10.95477,23.8,17.77796,621.3754,8.62,29.91725,250,156,-0.2315271,1,"shadows2"
33.73467,-98.35583,10.955,23.8,17.89365,621.4162,8.62,29.91997,242,153,-0.2253165,1,"shadows2"
33.73476,-98.35579,10.95522,23.72003,17.86835,621.4167,8.62,29.92933,244,148,-0.244898,1,"shadows2"
33.73484,-98.35575,10.95545,23.7,17.82347,621.3463,8.62,29.93569,242,149,-0.2378517,1,"shadows2"
33.73492,-98.35571,10.95567,23.7,17.80999,621.2863,8.62,29.9397,236,146,-0.2356021,1,"shadows2"
33.735,-98.35566,10.9559,23.67698,17.84394,621.2782,8.618081,29.9432,238,142,-0.2526316,1,"shadows2"
33.73509,-98.35561,10.95613,23.6,17.90196,621.3167,8.610993,29.94852,245,142,-0.2661499,1,"shadows2"
33.73516,-98.35556,10.95635,23.6,17.90605,621.3167,8.601445,29.95126,249,144,-0.2671756,1,"shadows2"
33.73524,-98.3555,10.95659,23.6,17.89478,621.2334,8.597622,29.95642,246,146,-0.255102,1,"shadows2"
33.73532,-98.35544,10.95682,23.6,17.91339,621.137,8.599365,29.96013,230,145,-0.2266667,1,"shadows2"
33.73539,-98.35538,10.95704,23.63627,17.96295,621.0591,8.604689,29.96409,235,143,-0.2433862,1,"shadows2"
33.73547,-98.35533,10.95727,23.71856,18.0215,621.0105,8.61,29.9674,228,144,-0.2258065,1,"shadows2"
33.73554,-98.35526,10.9575,23.79901,18.04965,620.9836,8.61,29.96338,228,145,-0.2225201,1,"shadows2"
33.73561,-98.3552,10.95772,23.8,18.09273,620.9299,8.61,29.96601,236,140,-0.2553191,1,"shadows2"
33.73568,-98.35512,10.95795,23.73874,18.16459,620.9473,8.61,29.96871,236,138,-0.2620321,1,"shadows2"
33.73575,-98.35506,10.95817,23.7,18.2204,620.9524,8.61,29.97142,222,138,-0.2333333,1,"shadows2"
33.73582,-98.35499,10.9584,23.7,18.24167,620.925,8.61,29.97416,223,138,-0.2354571,1,"shadows2"
33.73589,-98.35491,10.95863,23.7,18.23696,620.8971,8.61,29.97696,224,138,-0.2375691,1,"shadows2"
33.73594,-98.35484,10.95887,23.7,18.23975,620.8692,8.61,29.97975,217,139,-0.2191011,1,"shadows2"
33.73601,-98.35476,10.9591,23.7,18.30013,620.9043,8.61,29.9825,222,140,-0.2265193,1,"shadows2"
33.73608,-98.35468,10.95932,23.7,18.38037,620.9167,8.61,29.9805,222,140,-0.2265193,1,"shadows2"
33.73614,-98.3546,10.95955,23.7,18.44206,620.8736,8.61,29.97525,227,141,-0.2336957,1,"shadows2"
33.73619,-98.35452,10.95977,23.7,18.48015,620.7944,8.61,29.97,215,142,-0.2044818,1,"shadows2"
33.73625,-98.35443,10.95999,23.7,18.53695,620.7674,8.61,29.97,211,134,-0.2231884,1,"shadows2"
33.73631,-98.35435,10.96022,23.7,18.60959,620.8063,8.61,29.97,208,133,-0.2199413,1,"shadows2"
33.73636,-98.35427,10.96045,23.76151,18.68472,620.8679,8.61,29.97,237,134,-0.277628,1,"shadows2"
33.73642,-98.35419,10.96068,23.75574,18.76057,620.8631,8.61,29.97,215,134,-0.2320917,1,"shadows2"
33.73648,-98.3541,10.96091,23.7,18.8408,620.7858,8.61,29.97,227,127,-0.2824859,1,"shadows2"
33.73654,-98.35402,10.96113,23.7,18.92966,620.6975,8.61,29.96937,220,130,-0.2571429,1,"shadows2"
33.73659,-98.35393,10.96136,23.7,19.01475,620.6705,8.61,29.96262,216,117,-0.2972973,1,"shadows2"
33.73664,-98.35384,10.96158,23.7,19.06964,620.7015,8.61,29.95354,210,126,-0.25,1,"shadows2"
33.7367,-98.35376,10.96181,23.7,19.06043,620.759,8.61,29.94408,210,131,-0.2316716,1,"shadows2"
33.73675,-98.35368,10.96203,23.73176,19.01322,620.8265,8.61,29.93621,224,125,-0.2836676,1,"shadows2"
33.73681,-98.35359,10.96226,23.8,18.96631,620.8985,8.61,29.93123,215,129,-0.25,1,"shadows2"
33.73686,-98.35349,10.96249,23.8,18.94294,620.9948,8.61,29.92848,212,131,-0.2361516,1,"shadows2"
33.73691,-98.35341,10.96271,23.8,18.95186,621.0254,8.61,29.92324,213,136,-0.2206304,1,"shadows2"
33.73696,-98.35332,10.96294,23.74278,18.97217,621.0524,8.61,29.91976,211,137,-0.2126437,1,"shadows2"
33.73701,-98.35323,10.96316,23.7,18.98376,621.0791,8.61,29.91584,217,141,-0.2122905,1,"shadows2"
33.73706,-98.35314,10.96338,23.7,18.98424,621.1057,8.61,29.9111,217,136,-0.2294618,1,"shadows2"
33.73712,-98.35306,10.96361,23.7,18.9964,621.1327,8.61,29.90839,225,140,-0.2328767,1,"shadows2"
33.73718,-98.35297,10.96383,23.7,18.91204,621.1598,8.61,29.90305,215,131,-0.2427746,1,"shadows2"
33.73723,-98.35289,10.96406,23.7,18.78317,621.1872,8.61,29.90475,209,127,-0.2440476,1,"shadows2"
33.73729,-98.35281,10.96429,23.7,18.66862,621.2518,8.61,29.90519,214,139,-0.2124646,1,"shadows2"
33.73735,-98.35272,10.96452,23.7271,18.62052,621.3347,8.61,29.90243,205,136,-0.202346,1,"shadows2"
33.73741,-98.35264,10.96475,23.8,18.65759,621.3865,8.61,29.89968,226,134,-0.2555556,1,"shadows2"
33.73746,-98.35256,10.96497,23.8,18.69338,621.413,8.61,29.89704,214,140,-0.2090395,1,"shadows2"
33.73753,-98.35248,10.96519,23.8,18.64707,621.4633,8.61,29.90599,220,143,-0.2121212,1,"shadows2"
33.73759,-98.3524,10.96542,23.8,18.56556,621.4578,8.61,29.92019,220,143,-0.2121212,1,"shadows2"
33.73765,-98.35232,10.96565,23.8,18.47635,621.417,8.61,29.9338,207,137,-0.2034884,1,"shadows2"
33.73771,-98.35225,10.96587,23.77011,18.40377,621.3709,8.61,29.94267,215,138,-0.2181303,1,"shadows2"
33.73778,-98.35217,10.9661,23.60582,18.36954,621.3024,8.61,29.94814,225,132,-0.2605042,1,"shadows2"
33.73784,-98.35211,10.96633,23.6,18.33896,621.3,8.61,29.95101,220,124,-0.2790698,1,"shadows2"
33.73792,-98.35203,10.96656,23.6,18.29903,621.3,8.61,29.96115,217,145,-0.198895,1,"shadows2"
33.73799,-98.35196,10.96679,23.55414,18.21579,621.2618,8.61,29.97355,217,126,-0.2653061,1,"shadows2"
33.73806,-98.3519,10.96702,23.52801,18.08586,621.184,8.61,29.98447,220,126,-0.2716763,1,"shadows2"
33.73813,-98.35184,10.96725,23.6,17.93245,621.0886,8.61,29.99151,220,126,-0.2716763,1,"shadows2"
33.73821,-98.35179,10.96748,23.6,17.81213,620.9917,8.61,29.99012,218,129,-0.2564841,1,"shadows2"
33.73829,-98.35173,10.96771,23.52437,17.75629,620.9329,8.61,29.99504,222,126,-0.2758621,1,"shadows2"
33.73837,-98.35168,10.96794,23.5,17.74758,620.897,8.61,30.00061,225,132,-0.2605042,1,"shadows2"
33.73845,-98.35164,10.96817,23.5,17.7573,620.82,8.61,30.00263,223,126,-0.277937,1,"shadows2"
33.73854,-98.3516,10.9684,23.5,17.72823,620.7166,8.61,29.99833,231,132,-0.2727273,1,"shadows2"
33.73862,-98.35156,10.96864,23.48187,17.59688,620.6607,8.61,29.98682,230,134,-0.2637363,1,"shadows2"
33.7387,-98.35153,10.96887,23.31451,17.39884,620.6048,8.61,29.97288,226,139,-0.2383562,1,"shadows2"
33.7388,-98.35151,10.96911,23.37792,17.18816,620.613,8.61,29.96258,225,128,-0.2747875,1,"shadows2"
33.73888,-98.35149,10.96934,23.33808,17.02807,620.6477,8.61,29.95277,229,131,-0.2722222,1,"shadows2"
33.73897,-98.35148,10.96957,23.34576,16.90842,620.6896,8.61,29.94528,234,126,-0.3,1,"shadows2"
33.73906,-98.35147,10.96981,23.4,16.81935,620.7167,8.61,29.94067,225,126,-0.2820513,1,"shadows2"
33.73915,-98.35146,10.97004,23.4,16.75732,620.6999,8.61,29.93617,237,125,-0.3093923,1,"shadows2"
33.73924,-98.35146,10.97028,23.4,16.72211,620.6012,8.61,29.92349,248,132,-0.3052632,1,"shadows2"
33.73933,-98.35147,10.97051,23.4,16.70086,620.5723,8.61,29.91779,252,141,-0.2824427,1,"shadows2"
33.73942,-98.35148,10.97074,23.46517,16.68364,620.5993,8.61,29.91232,252,150,-0.2537313,1,"shadows2"
33.73951,-98.3515,10.97096,23.54733,16.66957,620.6955,8.61,29.90684,271,152,-0.2813239,1,"shadows2"
33.7396,-98.35153,10.97119,23.6,16.62052,620.818,8.61,29.90135,276,150,-0.2957746,1,"shadows2"
33.73968,-98.35155,10.97142,23.6,16.49361,620.9039,8.61,29.89589,276,154,-0.2837209,1,"shadows2"
33.73977,-98.35159,10.97165,23.6,16.28324,620.9316,8.61,29.89035,274,165,-0.2482916,1,"shadows2"
33.73986,-98.35162,10.97189,23.6,16.13888,620.8936,8.61,29.89133,298,166,-0.2844828,1,"shadows2"
33.73994,-98.35167,10.97212,23.6,16.0547,620.7763,8.61,29.89488,342,196,-0.2713755,1,"shadows2"
33.74002,-98.35172,10.97235,23.6,15.99988,620.6615,8.61,29.89903,386,217,-0.2802653,1,"shadows2"
33.7401,-98.35177,10.97258,23.57126,15.94605,620.5665,8.61,29.90167,522,304,-0.2639225,1,"shadows2"
33.74017,-98.35183,10.9728,23.5,15.88346,620.4769,8.61,29.90135,633,390,-0.2375367,1,"shadows2"
33.74024,-98.35189,10.97303,23.5,15.85624,620.4225,8.61,29.89862,622,381,-0.2402792,1,"shadows2"
33.74032,-98.35196,10.97326,23.5,15.87929,620.4538,8.61,29.90452,583,344,-0.2578209,1,"shadows2"
33.74039,-98.35203,10.97349,23.44339,15.92701,620.495,8.61,29.91139,583,344,-0.2578209,1,"shadows2"
33.74045,-98.35211,10.97372,23.4,15.97389,620.5498,8.613312,29.91632,504,302,-0.2506203,1,"shadows2"
33.74051,-98.35219,10.97395,23.42358,15.989,620.6,8.621084,29.91637,410,242,-0.2576687,1,"shadows2"
33.74056,-98.35228,10.97418,23.50632,15.94828,620.6,8.630211,29.91,396,231,-0.2631579,1,"shadows2"
33.74062,-98.35236,10.97441,23.58901,15.88213,620.6,8.632967,29.91,370,225,-0.2436975,1,"shadows2"
33.74067,-98.35245,10.97464,23.6,15.77991,620.5416,8.62983,29.91,352,217,-0.2372583,1,"shadows2"
33.74072,-98.35254,10.97486,23.65065,15.67415,620.4576,8.624112,29.91,338,186,-0.2900763,1,"shadows2"
33.74077,-98.35263,10.97509,23.7,15.57524,620.3895,8.62,29.91,296,170,-0.2703863,1,"shadows2"
33.74082,-98.35272,10.97531,23.7,15.5042,620.3733,8.62,29.91,281,174,-0.2351648,1,"shadows2"
33.74086,-98.35281,10.97554,23.7,15.5299,620.4139,8.62,29.91,297,159,-0.3026316,1,"shadows2"
33.7409,-98.35291,10.97577,23.77667,15.62751,620.4806,8.62,29.91,296,160,-0.2982456,1,"shadows2"
33.74094,-98.35301,10.97599,23.8,15.67782,620.5,8.62,29.91,286,170,-0.254386,1,"shadows2"
33.74098,-98.35311,10.97622,23.8,15.67204,620.5322,8.623225,29.91,286,170,-0.254386,1,"shadows2"
33.74102,-98.3532,10.97644,23.8,15.61561,620.6067,8.630671,29.91,293,169,-0.2683983,1,"shadows2"
33.74105,-98.3533,10.97667,23.8,15.52403,620.7002,8.640025,29.91,285,168,-0.2582781,1,"shadows2"
33.74108,-98.35341,10.9769,23.8,15.41683,620.7277,8.642773,29.91,284,172,-0.245614,1,"shadows2"
33.74111,-98.35351,10.97712,23.8,15.30628,620.7012,8.640126,29.91,285,170,-0.2527473,1,"shadows2"
33.74114,-98.35361,10.97735,23.8,15.21126,620.6461,8.634611,29.91,297,170,-0.2719486,1,"shadows2"
33.74117,-98.35371,10.97757,23.82462,15.13284,620.6,8.63,29.91,303,171,-0.278481,1,"shadows2"
33.7412,-98.35381,10.97779,23.9,15.06195,620.6,8.63,29.91,297,170,-0.2719486,1,"shadows2"
33.74122,-98.35392,10.97801,23.9,14.98918,620.6,8.63,29.91,294,177,-0.2484076,1,"shadows2"
33.74125,-98.35402,10.97823,23.9,14.91881,620.6,8.63,29.91,297,170,-0.2719486,1,"shadows2"
33.74127,-98.35413,10.97846,23.94504,14.86056,620.6,8.63,29.91375,302,169,-0.2823779,1,"shadows2"
33.7413,-98.35423,10.97868,24,14.82667,620.6,8.63209,29.92126,302,175,-0.2662474,1,"shadows2"
33.74132,-98.35434,10.9789,24,14.82617,620.6,8.638922,29.93059,303,170,-0.2811839,1,"shadows2"
33.74135,-98.35444,10.97912,24,14.81829,620.6,8.648109,29.93978,301,168,-0.2835821,1,"shadows2"
33.74136,-98.35454,10.97934,24,14.84015,620.5467,8.652135,29.94594,300,179,-0.2526096,1,"shadows2"
33.74138,-98.35465,10.97957,23.95501,14.85633,620.4642,8.651083,29.94983,301,178,-0.256785,1,"shadows2"
33.74141,-98.35475,10.97979,23.9,14.83818,620.3913,8.646151,29.9556,302,193,-0.220202,1,"shadows2"
33.74142,-98.35486,10.98002,23.9,14.76518,620.3642,8.64,29.96778,304,179,-0.2587992,1,"shadows2"
33.74144,-98.35497,10.98025,23.9,14.63859,620.3369,8.64,29.98003,308,180,-0.2622951,1,"shadows2"
33.74145,-98.35507,10.98047,23.9,14.5338,620.3102,8.64,29.99439,315,181,-0.2701613,1,"shadows2"
33.74146,-98.35518,10.98069,23.94964,14.50741,620.2421,8.64,30.00496,311,179,-0.2693878,1,"shadows2"
33.74147,-98.35529,10.98092,24.03013,14.55565,620.1381,8.64,30.01301,311,182,-0.2616633,1,"shadows2"
33.74148,-98.35539,10.98114,24.1,14.65085,620.0167,8.64,30.0211,314,179,-0.2738337,1,"shadows2"
33.74149,-98.3555,10.98137,24.1,14.74457,619.8927,8.64,30.02937,313,184,-0.2595573,1,"shadows2"
33.7415,-98.35561,10.9816,24.1,14.74424,619.7471,8.64,30.03743,322,188,-0.2627451,1,"shadows2"
33.74151,-98.35572,10.98182,24.1,14.67694,619.6453,8.64,30.05003,322,196,-0.2432432,1,"shadows2"
33.74152,-98.35582,10.98204,24.1,14.58223,619.5658,8.642854,30.06575,334,199,-0.2532833,1,"shadows2"
33.74153,-98.35593,10.98226,24.1,14.50206,619.4979,8.649815,30.08169,344,198,-0.2693727,1,"shadows2"
33.74154,-98.35604,10.98248,24.1,14.49421,619.4848,8.658969,30.09215,338,200,-0.2565056,1,"shadows2"
33.74155,-98.35615,10.98269,23.96128,14.52339,619.4949,8.662312,30.09102,342,204,-0.2527473,1,"shadows2"
33.74157,-98.35625,10.98291,23.94788,14.53667,619.4681,8.660939,30.08521,343,209,-0.2427536,1,"shadows2"
33.7416,-98.35636,10.98313,23.97252,14.52293,619.3921,8.656043,30.07954,357,218,-0.2417391,1,"shadows2"
33.74162,-98.35646,10.98336,23.9,14.47915,619.2606,8.65,30.07861,360,214,-0.2543554,1,"shadows2"
33.74165,-98.35655,10.98358,23.9,14.40948,619.0503,8.65,30.08125,360,214,-0.2543554,1,"shadows2"
33.74169,-98.35665,10.9838,23.9,14.35951,618.9253,8.65,30.08623,441,237,-0.300885,1,"shadows2"
33.74173,-98.35675,10.98403,23.85058,14.34826,618.8751,8.65,30.08586,467,267,-0.2724796,1,"shadows2"
