"lat_dec","lon_dec","hour_dec","boatspeed_mph","turbidity_ntu","sp_cond_ms_cm","pH","wtemp_c","B3","B4","ndti","ndti_flag","class"
33.68643,-98.4051,10.15944,10.6,41.67116,645.8318,8.54,29.63,1128,1132,0.001769912,0,"water"
33.68637,-98.40518,10.15994,10.7,41.57083,645.7101,8.546419,29.63,1128,1132,0.001769912,0,"water"
33.68631,-98.40525,10.16044,10.11558,42.05703,645.5977,8.561896,29.63,1126,1124,-0.0008888889,0,"water"
33.68624,-98.40533,10.16099,8.913009,42.00985,645.5454,8.55355,29.63478,1148,1118,-0.01323919,0,"water"
33.68619,-98.40542,10.16159,8.05626,41.44949,645.6167,8.55,29.65239,1128,1140,0.005291005,0,"water"
33.68613,-98.40549,10.16225,8.1,41.25213,645.4632,8.55,29.64,1116,1118,0.0008952551,0,"water"
33.68606,-98.40557,10.16293,8.36296,41.68388,645.3366,8.55,29.64,1140,1132,-0.003521127,0,"water"
33.68599,-98.40565,10.16357,8.672791,41.5512,645.2599,8.55,29.62878,1126,1122,-0.001779359,0,"water"
33.68593,-98.40572,10.16424,8.927611,40.8626,645.1908,8.561554,29.625,1126,1122,-0.001779359,0,"water"
33.68586,-98.40579,10.16482,9,39.85684,645.1216,8.571573,29.63704,1118,1134,0.007104796,0,"water"
33.68579,-98.40586,10.16543,9.1,40.36277,645.048,8.56,29.65053,1120,1122,0.0008920607,0,"water"
33.68572,-98.40593,10.16602,8.833865,40.58524,644.978,8.56,29.64,1124,1102,-0.009883199,0,"water"
33.68565,-98.406,10.16663,8.8,39.82745,644.9045,8.56,29.64,1124,1124,0,0,"water"
33.68558,-98.40607,10.16727,8.515001,39.06835,644.7252,8.56,29.64,1132,1106,-0.01161752,0,"water"
33.68551,-98.40613,10.16793,7.654473,38.81093,644.8621,8.56,29.64,1124,1098,-0.01170117,0,"water"
33.68544,-98.4062,10.1686,8.091557,39.03122,644.7049,8.56,29.64,1124,1098,-0.01170117,0,"water"
33.68537,-98.40626,10.16925,8.2,38.6677,644.7429,8.56,29.64,1122,1078,-0.02,0,"water"
33.68529,-98.40632,10.16988,8.2,38.57799,644.8,8.575077,29.64,1120,1078,-0.01910828,0,"water"
33.68522,-98.40638,10.17053,8.2,39.55258,644.8,8.578839,29.63251,1114,1112,-0.0008984726,0,"water"
33.68515,-98.40645,10.1712,8.2,40.41219,645.0388,8.57,29.61833,1108,1100,-0.003623188,0,"water"
33.68508,-98.40651,10.17186,8.1,41.12772,645.1477,8.57,29.63,1106,1088,-0.008204193,0,"water"
33.68501,-98.40659,10.17251,8.095982,42.21757,645.2047,8.561198,29.6388,1104,1086,-0.008219178,0,"water"
33.68494,-98.40666,10.17321,8,43.18167,645.5514,8.549489,29.65051,1094,1092,-0.0009149131,0,"water"
33.68488,-98.40673,10.1739,7.9,42.84973,645.9052,8.56,29.64043,1110,1082,-0.01277372,0,"water"
33.68481,-98.4068,10.17461,8.1,44.71331,646.1583,8.56,29.66194,1108,1086,-0.01002735,0,"water"
33.68474,-98.40688,10.17536,4.82587,44.26265,646.5462,8.56,29.62903,1116,1086,-0.01362398,0,"water"
33.68467,-98.40695,10.17636,5.320019,45.07884,647.2033,8.541168,29.6095,1104,1088,-0.00729927,0,"water"
33.68461,-98.40702,10.17744,4.787585,46.2361,647.67,8.55,29.58129,1096,1072,-0.01107011,0,"water"
33.68455,-98.40709,10.17853,5.4,45.38613,647.9721,8.543988,29.5776,1108,1088,-0.009107468,0,"water"
33.68448,-98.40717,10.17969,6.036675,47.20195,648.4224,8.528903,29.59,1094,1086,-0.003669725,0,"water"
33.68441,-98.40723,10.18041,6.946465,47.53798,648.2381,8.54,29.59,1094,1086,-0.003669725,0,"water"
33.68434,-98.4073,10.18115,6.9,47.54671,648.2374,8.538965,29.62019,1108,1084,-0.01094891,0,"water"
33.68427,-98.40736,10.18213,6.816763,48.30193,648.3277,8.517226,29.6636,1124,1084,-0.01811594,0,"water"
33.68419,-98.40744,10.18276,7.085001,49.46505,648.015,8.529375,29.69733,1106,1082,-0.01096892,0,"water"
33.68413,-98.40751,10.18349,7.042737,48.71317,648.1121,8.53,29.71573,1102,1088,-0.006392694,0,"water"
33.68406,-98.40758,10.18428,6.960794,48.30971,648.1006,8.526733,29.74392,1106,1094,-0.005454545,0,"water"
33.684,-98.40765,10.18504,6.9,47.86619,648.1,8.507342,29.74977,1106,1100,-0.002719855,0,"water"
33.68394,-98.40773,10.18589,6.8,48.10071,648.3231,8.52,29.75734,1108,1106,-0.0009033424,0,"water"
33.68387,-98.40781,10.18667,7,47.53646,648.5165,8.52,29.74833,1118,1106,-0.005395683,0,"water"
33.68382,-98.4079,10.18746,7.1,47.17742,648.7901,8.52,29.75907,1124,1110,-0.006266786,0,"water"
33.68377,-98.40798,10.18823,7.586548,48.06528,649.1307,8.52,29.75518,1128,1108,-0.008944544,0,"water"
33.68372,-98.40808,10.18896,7.675625,48.87552,649.1959,8.52,29.77414,1122,1126,0.001779359,0,"water"
33.68369,-98.40818,10.1897,7.6,48.42953,649.0879,8.512438,29.79059,1122,1114,-0.003577818,0,"water"
33.68365,-98.40828,10.19043,7.437817,48.40642,649.218,8.49937,29.79514,1114,1100,-0.006323397,0,"water"
33.68363,-98.40838,10.19118,7.751714,49.33402,649.1201,8.51,29.80212,1110,1120,0.004484305,0,"water"
33.68361,-98.40849,10.19193,8.1,49.52266,649.3321,8.51,29.79803,1116,1128,0.005347594,0,"water"
33.68359,-98.40859,10.19267,7.8,49.83527,649.4205,8.51,29.81025,1106,1124,0.008071749,0,"water"
33.68357,-98.40869,10.19342,7.792968,49.70353,649.3,8.51,29.8,1124,1134,0.004428698,0,"water"
33.68356,-98.4088,10.19418,7.8,50.85223,649.3,8.51,29.80883,1120,1132,0.005328597,0,"water"
33.68354,-98.40891,10.19494,7.8,50.49943,649.1244,8.51,29.81937,1122,1140,0.00795756,0,"water"
33.68353,-98.40901,10.19566,7.8,50.79561,649.1478,8.51,29.83124,1124,1132,0.003546099,0,"water"
33.68351,-98.40912,10.19637,7.8,50.20423,649.0072,8.51,29.82051,1122,1112,-0.004476276,0,"water"
33.6835,-98.40923,10.19707,7.8,50.2939,649.0555,8.51,29.84155,1122,1144,0.009708738,0,"water"
33.68348,-98.40933,10.19777,7.8,50.71477,649.381,8.51,29.8301,1142,1152,0.004359198,0,"water"
33.68347,-98.40944,10.19846,7.8,50.16274,649.6295,8.51,29.81651,1140,1144,0.001751313,0,"water"
33.68345,-98.40954,10.19912,7.916442,50.37072,649.789,8.51,29.81085,1148,1132,-0.007017544,0,"water"
33.68344,-98.40965,10.19978,7.8,50.09566,650.07,8.51,29.82,1134,1134,0,0,"water"
33.68342,-98.40976,10.20048,7.725831,50.87844,650.5989,8.51,29.80301,1128,1152,0.01052632,0,"water"
33.68341,-98.40987,10.20117,7.7,51.15013,650.9446,8.51,29.80338,1126,1160,0.01487314,0,"water"
33.6834,-98.40997,10.20187,7.848385,51.14839,651.5522,8.51,29.81,1144,1156,0.005217391,0,"water"
33.68339,-98.41008,10.20258,7.705328,51.17724,652.0621,8.51,29.81,1142,1144,0.0008748906,0,"water"
33.68337,-98.41018,10.20329,5.502764,51.52451,652.9319,8.51,29.81,1124,1146,0.00969163,0,"water"
33.68335,-98.41029,10.20415,7.455346,52.83417,653.7798,8.51,29.81,1124,1146,0.00969163,0,"water"
33.68334,-98.4104,10.20486,7.20244,53.35789,654.6724,8.51,29.81,1118,1160,0.01843723,0,"water"
33.68333,-98.41051,10.20559,7.1,54.35838,655.3583,8.51,29.81115,1118,1160,0.01843723,0,"water"
33.68332,-98.41061,10.2064,7.102864,55.4003,655.8734,8.489905,29.83319,1118,1148,0.01323919,0,"water"
33.6833,-98.41072,10.20714,7.1,56.1398,656.438,8.497482,29.82,1118,1154,0.01584507,0,"water"
33.6833,-98.41083,10.20788,7.176312,56.62261,656.6636,8.5,29.83278,1116,1136,0.008880995,0,"water"
33.68328,-98.41093,10.20862,7.41405,57.10624,657.1078,8.491121,29.83833,1130,1156,0.01137358,0,"water"
33.68327,-98.41104,10.20931,7.7,57.29547,657.521,8.479297,29.85175,1140,1140,0,0,"water"
33.68327,-98.41115,10.21,7.696954,57.71891,657.8184,8.49,29.84845,1126,1140,0.006178288,0,"water"
33.68326,-98.41126,10.21075,7.330118,59.70736,658.1265,8.484177,29.85984,1122,1144,0.009708738,0,"water"
33.68325,-98.41136,10.21147,7.3,59.63763,658.4715,8.4681,29.85,1138,1154,0.006980803,0,"water"
33.68325,-98.41147,10.21217,7.931102,60.24036,659.0593,8.48,29.85,1152,1152,0,0,"water"
33.68324,-98.41157,10.21286,8.2,60.20714,659.4238,8.48,29.85,1144,1152,0.003484321,0,"water"
33.68324,-98.41168,10.21349,8.030845,60.84352,659.7106,8.48,29.85,1134,1172,0.01647875,0,"water"
33.68324,-98.4118,10.2142,7.674031,61.28237,660.1883,8.459567,29.84892,1144,1188,0.01886792,0,"water"
33.68323,-98.4119,10.21489,7.5,59.7035,660.5507,8.466742,29.82797,1132,1202,0.02999143,0,"water"
33.68323,-98.41201,10.21563,7.553087,60.15694,660.9187,8.47,29.84,1136,1186,0.02153316,0,"water"
33.68322,-98.41211,10.21633,7.8,60.52885,661.2905,8.47,29.84,1136,1200,0.02739726,0,"water"
33.68322,-98.41222,10.21702,7.9,61.23474,661.8983,8.47,29.84,1130,1180,0.02164502,0,"water"
33.68321,-98.41233,10.21771,7.669812,61.02868,662.6902,8.452715,29.82272,1136,1192,0.02405498,0,"water"
33.6832,-98.41244,10.21845,7.6,63.5103,663.6904,8.455144,29.82515,1134,1172,0.01647875,0,"water"
33.68319,-98.41254,10.21919,7.6,67.44287,663.6882,8.46,29.82049,1132,1160,0.0122164,0,"water"
33.68318,-98.41265,10.21994,7.6,69.04285,663.5477,8.45346,29.80405,1142,1172,0.01296456,0,"water"
33.68317,-98.41276,10.22066,7.6,70.15311,662.858,8.438458,29.78595,1144,1180,0.01549053,0,"water"
33.68317,-98.41287,10.22137,7.6,72.92009,662.062,8.45,29.76462,1136,1166,0.01303215,0,"water"
33.68316,-98.41297,10.22208,7.6,73.66804,661.4044,8.446018,29.7292,1126,1180,0.02341717,0,"water"
33.68316,-98.41308,10.22279,7.6,72.32594,660.9833,8.426907,29.72261,1126,1172,0.02001741,0,"water"
33.68316,-98.41319,10.2235,7.6,73.52222,661.212,8.44,29.68898,1134,1184,0.02157032,0,"water"
33.68316,-98.4133,10.22422,7.564514,74.4403,661.604,8.429597,29.68215,1116,1190,0.0320902,0,"water"
33.68316,-98.4134,10.22494,7.4,72.4602,661.8701,8.420677,29.68234,1138,1178,0.01727116,0,"water"
33.68317,-98.41352,10.22567,7.440523,71.4733,662.0306,8.43,29.67532,1116,1206,0.03875969,0,"water"
33.68317,-98.41362,10.22642,7.5,73.58547,662.7735,8.43,29.66636,1136,1200,0.02739726,0,"water"
33.68318,-98.41373,10.22714,7.429695,73.52222,663.5664,8.413464,29.6518,1124,1198,0.03186908,0,"water"
33.68318,-98.41383,10.22787,7.4,73.07759,665.0507,8.414282,29.63624,1124,1210,0.03684662,0,"water"
33.68319,-98.41395,10.22859,7.4,75.09819,666.2686,8.42,29.61451,1136,1230,0.0397295,0,"water"
33.68319,-98.41405,10.22934,7.4,79.34412,667.5141,8.42,29.60102,1140,1230,0.03797468,0,"water"
33.68319,-98.41416,10.23006,7.4,79.40581,668.3472,8.399249,29.60258,1138,1238,0.04208754,0,"water"
33.68319,-98.41426,10.23079,7.4,81.00905,668.7387,8.40866,29.60087,1116,1238,0.05182668,0,"water"
33.68319,-98.41438,10.23151,7.4,82.9137,668.5206,8.406516,29.60652,1136,1266,0.05412157,0,"water"
33.68319,-98.41449,10.23226,7.3,82.00893,668.3263,8.387389,29.58739,1134,1260,0.05263158,0,"water"
33.68318,-98.41459,10.23299,7.3,81.88746,668.1251,8.4,29.60624,1138,1258,0.05008347,1,"neighbors"
33.68318,-98.41469,10.23371,7.3,82.36126,667.6791,8.378796,29.62152,1136,1290,0.06347898,1,"neighbors"
33.68317,-98.41481,10.23443,7.4,83.23167,667.3038,8.389687,29.60198,1130,1290,0.0661157,1,"neighbors"
33.68317,-98.41491,10.23515,7.4,82.13664,666.9015,8.39,29.58933,1140,1268,0.05315615,1,"neighbors"
33.68316,-98.41502,10.23586,7.4,82.25275,666.8263,8.39,29.6,1140,1290,0.0617284,1,"shadows"
33.68316,-98.41513,10.23659,7.3,84.59383,667.0031,8.39,29.6,1118,1300,0.07526882,1,"neighbors"
33.68316,-98.41523,10.2373,8.088105,84.007,667.2176,8.39,29.6,1112,1310,0.08175062,1,"neighbors"
33.68315,-98.41534,10.23796,8.564715,82.36461,667.5138,8.39,29.6,1130,1290,0.0661157,1,"neighbors"
33.68314,-98.41545,10.23856,8.8,80.00068,667.9357,8.39,29.6,1134,1302,0.06896552,1,"neighbors"
33.68314,-98.41556,10.23916,8.897529,78.83498,668.2488,8.39,29.6,1112,1288,0.07333333,0,"water"
33.68314,-98.41566,10.2398,8.8,78.20364,668.2095,8.39,29.6,1126,1302,0.07248764,0,"water"
33.68313,-98.41578,10.24043,8.865641,77.26441,668.5552,8.39,29.6046,1122,1310,0.07730263,0,"water"
33.68313,-98.41588,10.24103,9.572141,76.96748,668.7721,8.39,29.6224,1124,1316,0.07868852,0,"water"
33.68312,-98.41599,10.24161,9.7,77.87768,668.9801,8.39,29.60499,1140,1332,0.0776699,0,"water"
33.68312,-98.4161,10.24217,9.782299,79.60118,669.003,8.372065,29.58726,1120,1340,0.08943089,0,"water"
33.68311,-98.4162,10.24273,9.884067,81.22092,669.1227,8.37087,29.59867,1130,1360,0.09236948,0,"water"
33.68311,-98.41631,10.24329,10.07205,83.96876,669.0019,8.38,29.6,1136,1358,0.08901363,0,"water"
33.68311,-98.41642,10.24383,10.17723,83.66402,668.9,8.38,29.6,1146,1364,0.08685259,0,"water"
33.68311,-98.41653,10.24437,10.47184,82.37463,668.7329,8.38,29.6,1152,1346,0.07766213,0,"water"
33.68312,-98.41664,10.24489,10.55996,83.10313,668.5434,8.38,29.60499,1142,1346,0.08199357,0,"water"
33.68312,-98.41675,10.24539,10.8,83.08996,668.4204,8.38,29.6214,1126,1330,0.08306189,0,"water"
33.68311,-98.41685,10.24592,10.96365,81.91514,668.0045,8.38,29.61568,1114,1318,0.08388158,0,"water"
33.68312,-98.41696,10.24642,11.07159,81.30562,667.6541,8.38,29.61,1100,1322,0.09165979,0,"water"
33.68312,-98.41706,10.24691,9.733426,80.56302,667.4889,8.38,29.61,1114,1328,0.08763309,0,"water"
33.68313,-98.41717,10.2475,7.091669,79.10679,667.2491,8.38,29.61,1102,1330,0.09375,0,"water"
33.68314,-98.41728,10.24834,5.917173,82.44027,666.9966,8.38,29.61,1132,1342,0.08488278,0,"water"
33.68315,-98.41739,10.24915,7.667571,79.97252,666.7054,8.38,29.61,1126,1332,0.08380797,0,"water"
33.68316,-98.4175,10.24986,8,78.85718,666.5917,8.38,29.61,1104,1318,0.08835673,0,"water"
33.68317,-98.4176,10.25055,7.9,79.16342,666.5838,8.38,29.61,1070,1226,0.06794425,0,"water"
33.68317,-98.41771,10.25124,7.994288,77.94468,666.4519,8.38,29.61,939,1046,0.05390428,0,"water"
33.68318,-98.41782,10.25191,8.1,77.59779,666.2508,8.38,29.61,712,734,0.01521438,0,"water"
33.68319,-98.41792,10.25257,8.2,75.74226,665.9876,8.38,29.60788,684,788,0.07065217,0,"water"
33.6832,-98.41803,10.25323,8.2,76.56011,665.8412,8.38,29.58795,784,938,0.08943089,0,"water"
33.68322,-98.41814,10.25387,8.2,77.047,665.6991,8.399367,29.59955,842,993,0.08228883,0,"water"
33.68324,-98.41824,10.25451,8.544271,77.45666,665.4612,8.396488,29.57926,864,1044,0.09433962,0,"water"
33.68326,-98.41835,10.25515,8.854452,78.52337,665.4091,8.39,29.58167,964,1200,0.1090573,0,"water"
33.68327,-98.41846,10.25577,9.076232,77.52411,665.5048,8.39,29.56746,912,1140,0.1111111,0,"water"
33.68329,-98.41856,10.25636,9.3,76.62492,665.6,8.39,29.57906,1076,1276,0.08503401,0,"water"
33.68331,-98.41867,10.25694,9.5,78.36536,665.7976,8.39,29.56024,1120,1302,0.07514451,0,"water"
33.68333,-98.41877,10.25752,9.80768,78.68878,665.7833,8.39,29.56231,1078,1232,0.06666667,0,"water"
33.68335,-98.41888,10.25808,10.11035,77.79034,665.9121,8.390863,29.56914,1098,1310,0.08803987,0,"water"
33.68338,-98.41898,10.25861,10.39698,77.91021,666.1644,8.409824,29.55018,1158,1406,0.09672387,0,"water"
33.6834,-98.41908,10.2591,10.6,78.15084,666.2829,8.409615,29.55658,1192,1412,0.08448541,0,"water"
33.68343,-98.41918,10.2596,10.95761,78.81224,666.3025,8.4,29.58192,1192,1426,0.08938121,0,"water"
33.68345,-98.41929,10.26009,11.2314,80.61947,666.4876,8.4,29.57833,1192,1426,0.08938121,0,"water"
33.68348,-98.4194,10.26054,11.39544,81.14257,666.597,8.4,29.58947,1168,1428,0.1001541,0,"water"
33.6835,-98.4195,10.261,11.6,80.22718,666.6036,8.4,29.59536,1194,1422,0.08715596,0,"water"
33.68353,-98.4196,10.26147,11.76008,79.80578,666.8118,8.4,29.601,1202,1454,0.09487952,0,"water"
33.68356,-98.4197,10.26192,11.99252,81.59438,667.0092,8.39229,29.60642,1200,1438,0.09021986,0,"water"
33.68359,-98.4198,10.26238,12.2,83.12023,667.0385,8.378075,29.61192,1200,1440,0.09090909,0,"water"
33.68361,-98.41991,10.26284,12.4,82.45844,667.2567,8.383487,29.6174,1202,1448,0.09283019,0,"water"
33.68365,-98.42001,10.2633,12.48694,82.23551,667.4869,8.39,29.62289,1188,1446,0.09794989,0,"water"
33.68367,-98.42011,10.26377,12.81146,82.97102,667.5074,8.39,29.62853,1210,1446,0.08885542,0,"water"
33.68369,-98.42022,10.26419,13.11649,83.4646,667.4861,8.39,29.64222,1216,1436,0.08295626,0,"water"
33.68372,-98.42032,10.26459,13.3,84.48667,667.5513,8.39,29.64573,1216,1456,0.08982036,0,"water"
33.68373,-98.42042,10.26498,13.3,84.36534,667.6142,8.39,29.64642,1212,1458,0.09213483,0,"water"
33.68374,-98.42054,10.26537,13.43165,83.39681,667.6939,8.39,29.65105,1210,1460,0.09363296,0,"water"
33.68376,-98.42064,10.26575,13.5,82.64973,667.8227,8.39,29.65569,1204,1478,0.1021626,0,"water"
33.68377,-98.42075,10.26615,13.6,81.9237,667.931,8.39,29.66047,1210,1456,0.09227307,0,"water"
33.68378,-98.42085,10.26654,13.65402,82.2998,667.8897,8.39,29.66513,1216,1464,0.09253731,0,"water"
33.68379,-98.42097,10.26693,13.79436,83.14951,667.8981,8.39,29.66981,1210,1450,0.09022556,0,"water"
33.68379,-98.42107,10.26732,13.86898,82.45684,667.9448,8.39,29.67161,1196,1464,0.1007519,0,"water"
33.6838,-98.42118,10.2677,14.0719,81.55249,667.9906,8.39,29.66833,1212,1490,0.1028868,1,"neighbors"
33.6838,-98.42129,10.26807,14.30672,80.94427,668.0299,8.39,29.68022,1226,1478,0.09319527,1,"neighbors"
33.6838,-98.42139,10.26845,14.4,80.72341,667.9833,8.386536,29.68125,1216,1468,0.09388972,1,"neighbors"
33.6838,-98.4215,10.26882,14.47643,81.99647,668.0725,8.37275,29.67196,1200,1470,0.1011236,1,"neighbors"
33.6838,-98.42161,10.2692,14.5,84.96474,668.119,8.367202,29.67089,1214,1460,0.09199701,1,"neighbors"
33.68379,-98.42172,10.26955,14.53988,86.50575,667.9202,8.37499,29.68298,1228,1474,0.09104367,1,"neighbors"
33.68378,-98.42183,10.26991,14.6,87.11614,667.777,8.38,29.6923,1248,1512,0.09565217,1,"neighbors"
33.68378,-98.42193,10.27028,14.8,87.61635,667.7327,8.38,29.68817,1300,1586,0.0990991,0,"water"
33.68377,-98.42204,10.27064,14.8,87.53364,667.6643,8.38,29.68,1324,1642,0.1072151,0,"water"
33.68376,-98.42215,10.27107,14.84342,87.4557,667.5544,8.38,29.68,1318,1608,0.09911141,0,"water"
33.68375,-98.42225,10.2715,14.97845,87.70037,667.5363,8.38,29.68,1262,1552,0.1030561,0,"water"
33.68374,-98.42236,10.27177,15.1,88.24333,667.5846,8.38,29.68,1238,1508,0.09832484,0,"water"
33.68373,-98.42247,10.27206,15.2251,89.46027,667.6514,8.38,29.68347,1248,1510,0.09499637,0,"water"
33.68372,-98.42258,10.27242,15.4,91.53604,667.6412,8.38,29.69657,1236,1504,0.09781022,0,"water"
33.68371,-98.42268,10.27277,15.49889,92.92313,667.5013,8.38,29.70329,1230,1500,0.0989011,0,"water"
33.6837,-98.42279,10.27312,15.6,92.26888,667.4774,8.369175,29.69655,1230,1476,0.09090909,0,"water"
33.68368,-98.42289,10.27345,15.6,90.53655,667.5528,8.358554,29.69,1226,1478,0.09319527,0,"water"
33.68366,-98.423,10.2738,15.6,89.71973,667.6,8.360058,29.69,1228,1476,0.09171598,0,"water"
33.68364,-98.4231,10.27414,15.69061,90.66181,667.6,8.369218,29.69755,1210,1474,0.09836066,0,"water"
33.68362,-98.42321,10.27448,15.72476,91.53366,667.6977,8.37,29.71041,1212,1480,0.09955423,0,"water"
33.6836,-98.42332,10.27481,15.9,91.22886,667.8102,8.37,29.71181,1232,1486,0.09345107,0,"water"
33.68358,-98.42342,10.27514,15.95124,91.11791,667.8504,8.37,29.70406,1236,1468,0.08579882,0,"water"
33.68356,-98.42353,10.27548,16,91.36365,667.8913,8.37,29.70615,1224,1478,0.09400444,0,"water"
33.68353,-98.42363,10.27582,16,91.98631,667.9316,8.37,29.71939,1230,1486,0.09425626,0,"water"
33.68351,-98.42373,10.27615,16.1,92.48451,667.7581,8.37,29.72259,1234,1494,0.09530792,0,"water"
33.68348,-98.42384,10.27649,16.1,92.6003,667.404,8.37,29.71537,1232,1490,0.09478325,0,"water"
33.68346,-98.42394,10.27683,16.15914,92.02617,666.9733,8.37,29.71,1238,1488,0.09170946,0,"water"
33.68343,-98.42404,10.27717,16.2,91.36231,666.5418,8.37,29.71,1238,1490,0.09237537,0,"water"
33.6834,-98.42415,10.27752,16.3,90.99788,666.1771,8.37,29.71,1238,1510,0.09898108,0,"water"
33.68337,-98.42425,10.27784,16.3,91.31411,665.693,8.37,29.71,1212,1494,0.1042129,0,"water"
33.68334,-98.42435,10.27817,16.33993,91.69322,665.0004,8.37,29.71,1232,1510,0.1013858,0,"water"
33.68331,-98.42445,10.27849,16.4,91.89431,664.3541,8.37,29.71,1244,1496,0.0919708,0,"water"
33.68329,-98.42456,10.27881,16.4,92.20214,663.7034,8.37,29.70392,1214,1510,0.1086637,0,"water"
33.68325,-98.42465,10.27915,16.4,91.91174,662.8378,8.37,29.69083,1232,1486,0.09345107,0,"water"
33.68322,-98.42475,10.27948,16.4,90.77553,661.83,8.37,29.68622,1248,1494,0.08971554,0,"water"
33.68319,-98.42486,10.27981,16.4,89.84102,661.1461,8.37,29.68233,1214,1510,0.1086637,0,"water"
33.68316,-98.42496,10.28013,16.4,89.33417,660.8281,8.37,29.67846,1214,1510,0.1086637,0,"water"
33.68312,-98.42506,10.28046,16.4,88.61107,660.7941,8.37,29.67989,1248,1516,0.09696093,0,"water"
33.68309,-98.42516,10.28079,15.63225,87.98035,660.8711,8.37,29.68167,1238,1506,0.09766764,0,"water"
33.68306,-98.42526,10.28114,13.66212,87.42476,661.1027,8.370901,29.66964,1262,1526,0.09469154,0,"water"
33.68302,-98.42536,10.28153,10.48595,86.08494,661.6361,8.384235,29.6692,1224,1510,0.1046086,0,"water"
33.68299,-98.42546,10.28203,6.420993,85.03081,662.6129,8.391736,29.67734,1236,1534,0.1075812,0,"water"
33.68294,-98.42555,10.28294,5.452347,83.6877,664.7791,8.38,29.6595,1256,1520,0.09510086,0,"water"
33.68291,-98.42565,10.28394,6.481343,87.02375,666.2327,8.400622,29.67,1252,1516,0.09537572,0,"water"
33.68287,-98.42575,10.28478,6.3,86.75087,664.3775,8.39,29.67,1264,1518,0.09130122,0,"water"
33.68283,-98.42585,10.2856,6.3,88.52842,661.3389,8.39,29.6597,1248,1498,0.09104151,0,"water"
33.68281,-98.42595,10.2865,6.459124,86.17275,657.1437,8.393406,29.64197,1248,1506,0.09368192,0,"water"
33.68277,-98.42605,10.28736,6.3,85.42754,653.915,8.410816,29.62746,1240,1522,0.1020999,0,"water"
33.68276,-98.42615,10.28819,6.402247,80.3058,653.318,8.4,29.60083,1230,1518,0.1048035,0,"water"
33.68274,-98.42626,10.28924,4.5,76.82038,652.3167,8.422089,29.59584,1230,1518,0.1048035,0,"water"
33.68271,-98.42636,10.29039,3.575812,72.94915,653.0236,8.431263,29.57374,1232,1500,0.09809663,0,"water"
33.68268,-98.42646,10.29215,2.7,72.60052,651.6753,8.452494,29.54044,1236,1506,0.09846827,0,"water"
33.68266,-98.42657,10.29474,1.7,71.33674,650.9843,8.460519,29.52219,1252,1516,0.09537572,0,"water"
33.68265,-98.42667,10.29829,1.314207,68.28607,650.8499,8.48,29.54834,1248,1488,0.0877193,0,"water"
33.68267,-98.42677,10.30419,0.691176,72.62491,651.5152,8.49,29.48941,1248,1506,0.09368192,0,"water"
33.68264,-98.42672,10.38304,0.5537768,76.09135,654.3451,8.472075,29.5051,1248,1506,0.09368192,0,"water"
33.68259,-98.42663,10.44924,0.6254774,80.30864,658.0412,8.448174,29.54026,1248,1488,0.0877193,0,"water"
33.68254,-98.42653,10.44944,0.697178,84.61068,661.7218,8.424274,29.5785,1238,1494,0.09370425,0,"water"
33.6825,-98.42644,10.44963,0.8334143,88.818,665.2465,8.401098,29.6178,1228,1492,0.09705882,0,"water"
33.68243,-98.42638,10.45135,2.171657,88.1172,666.4714,8.39,29.6762,1226,1476,0.09252406,0,"water"
33.68238,-98.42629,10.45311,2.179991,90.14337,665.92,8.39,29.68666,1216,1486,0.09992598,0,"water"
33.6824,-98.42619,10.45519,2.667775,92.23073,665.9449,8.39,29.69282,1214,1466,0.09402985,0,"water"
33.68246,-98.42611,10.45664,3.766658,90.39631,666.45,8.39,29.71963,1226,1492,0.09786608,0,"water"
33.68253,-98.42604,10.45787,4.534522,89.76051,666.88,8.39,29.75897,1236,1500,0.09649123,0,"water"
33.6826,-98.42596,10.45897,5,89.4231,667.3275,8.39,29.76321,1244,1516,0.09855072,0,"water"
33.68266,-98.42589,10.46005,5.2,90.84226,667.9238,8.39,29.76684,1230,1496,0.09757887,0,"water"
33.68271,-98.42581,10.46106,4.356545,92.31562,668.1812,8.39,29.76,1256,1512,0.09248555,0,"water"
33.68274,-98.42571,10.46241,3.333812,95.07194,668.4444,8.377212,29.7439,1240,1490,0.09157509,0,"water"
33.68276,-98.4256,10.46413,2.7,95.95547,668.9235,8.38,29.75,1236,1482,0.09050773,0,"water"
33.68277,-98.42549,10.46591,3.226156,92.27127,669.0202,8.38,29.79559,1244,1500,0.09329446,0,"water"
33.68277,-98.42538,10.46743,3.5,92.75964,668.6079,8.357462,29.84174,1232,1504,0.0994152,0,"water"
33.68277,-98.42528,10.46889,3.89905,93.72494,668.3662,8.37,29.86835,1248,1484,0.0863836,0,"water"
33.68277,-98.42517,10.47015,4,94.8219,668.361,8.37,29.84557,1240,1488,0.09090909,0,"water"
33.68279,-98.42506,10.47135,4.486216,93.47811,668.6287,8.37,29.79759,1216,1476,0.09658247,0,"water"
33.68281,-98.42496,10.47253,4.910117,92.02841,668.8782,8.37,29.76933,1220,1464,0.09090909,0,"water"
33.68285,-98.42487,10.47363,5.3,91.26115,668.7,8.37,29.75209,1230,1478,0.0915805,0,"water"
33.6829,-98.42477,10.47469,5.5,92.59519,668.2839,8.37,29.77,1224,1476,0.09333333,0,"water"
